DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR,DAY,MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,IS_PEAK_HOUR,TEMP_DIFFERENCE,IRRADIATION_EFFICIENCY,PREVIOUS_AC_POWER,ROLLING_MEAN_AC_POWER
2020-06-17 14:30:00,4136001,9kRcWv60rDACzjR,499.3928571428571,489.5785714285714,3162.642857142857,2247915260.6428566,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1580.340576678606,807.1,715.2636904761915
2020-06-17 14:30:00,4136001,Et9kgGMDl729KT4,454.9333333333333,446.52,3066.2000000000003,1853208.2,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1441.3491837264464,489.5785714285714,581.0661904761914
2020-06-17 14:30:00,4136001,LlT2YUhhzqhg5Sw,492.60666666666657,482.9666666666667,3101.8,282787945.79999995,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1558.9976054086778,446.52,473.021746031747
2020-06-17 14:30:00,4136001,Mx2yZCDsyf6DPfv,511.2533333333333,501.18,3369.666666666667,2682279.666666667,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1617.789536638942,482.9666666666667,476.8888888888899
2020-06-17 14:30:00,4136001,NgDl19wMapZy17u,502.63999999999993,492.7533333333333,3184.7333333333336,111744910.73333332,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1590.5885845616892,501.18,492.3000000000009
2020-06-17 14:30:00,4136001,PeE6FRyGXUgsRhN,497.4666666666667,487.71333333333325,3229.2,1348548185.2,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1574.3196606926997,492.7533333333333,493.8822222222232
2020-06-17 14:30:00,4136001,Qf4GUc1pJu5T6c6,501.92666666666656,492.09333333333336,3334.6,838645612.6,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1588.4581302455124,487.71333333333325,490.8533333333342
2020-06-17 14:30:00,4136001,Quc1TzYxW2pYoWX,414.6466666666667,407.33333333333337,2828.4666666666667,329645004.46666664,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1314.8561486709948,492.09333333333336,462.380000000001
2020-06-17 14:30:00,4136001,V94E5Ben1TlhnDV,502.79333333333335,492.9266666666666,3288.0000000000005,1412291479.0,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1591.148097816443,407.33333333333337,464.1177777777787
2020-06-17 14:30:00,4136001,WcxssY2VbP4hApt,509.02857142857147,499.0142857142857,3272.6428571428573,181910859.6428572,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1610.7986952031742,492.9266666666666,466.4247619047629
2020-06-17 14:30:00,4136001,mqwcsP2rE7J0TFp,501.29333333333335,491.4666666666667,3179.8,593813952.8,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1586.4352746321724,499.0142857142857,494.4692063492073
2020-06-17 14:30:00,4136001,oZ35aAeoifZaQzV,513.4200000000001,503.3133333333333,3391.7333333333327,1660187817.733333,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1624.675853620525,491.4666666666667,497.9314285714296
2020-06-17 14:30:00,4136001,oZZkBaNadn6DNKz,507.0799999999999,497.12000000000006,3335.333333333333,1708286670.3333333,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1604.6840146333673,503.3133333333333,497.3000000000009
2020-06-17 14:30:00,4136001,q49J1IKaHRwDQnt,494.2066666666667,484.5266666666667,3130.8,519731.8,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1564.0332247014603,497.12000000000006,494.9866666666677
2020-06-17 14:30:00,4136001,rrq4fwE8jgrTyWY,471.7933333333333,462.7666666666667,2950.933333333333,121130375.93333334,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1493.7927914893144,484.5266666666667,481.4711111111121
2020-06-17 14:30:00,4136001,vOuJvMaM2sgwLmb,505.17142857142846,495.1571428571429,3272.5714285714284,2426641.571428572,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1598.3479881605804,462.7666666666667,480.81682539682646
2020-06-17 14:30:00,4136001,xMbIugepa2P7lBB,500.5466666666666,490.7466666666666,3173.5333333333333,106895349.53333332,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1584.1111426508878,495.1571428571429,482.8901587301598
2020-06-17 14:30:00,4136001,xoJJ8DcxJEcupym,508.46,498.44666666666666,3270.1333333333337,209334695.13333333,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1608.966443006289,490.7466666666666,494.783492063493
2020-06-17 14:30:00,4136001,4UPUqMRk7TRMgml,511.16,501.1133333333333,3371.8666666666663,2652420.8666666658,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1617.5743392332674,498.44666666666666,496.7688888888899
2020-06-17 14:30:00,4136001,LYwnQax7tkwH5Cb,475.0,465.8533333333333,2984.5333333333333,1795114896.5333333,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1503.7564313720418,501.1133333333333,488.47111111111207
2020-06-17 14:30:00,4136001,IQ2d7wF4YD8zU1Q,503.5,493.62,3195.866666666667,20184009.866666667,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1593.3861508354576,465.8533333333333,486.8622222222232
2020-06-17 14:30:00,4135001,wCURE6d3bPkepu2,7791.75,762.6625,4987.0,7027705.0,28.766581200000005,42.79567873333334,0.58660541,14,17,6,2,25,1,14.029097533333337,1299.9070521609815,493.62,574.0452777777788
2020-06-17 14:30:00,4136001,81aHJ1q11NBPMrL,506.00714285714287,496.0571428571428,3259.714285714286,1215484752.7142854,27.349096793103453,29.94526520689656,0.3096930779310345,14,17,6,2,25,1,2.5961684137931087,1601.2531531371856,762.6625,584.1132142857153
2020-06-17 14:30:00,4135001,uHbuxQJl8lW7ozc,8917.5,872.0,5060.375,7286095.375,28.766581200000005,42.79567873333334,0.58660541,14,17,6,2,25,1,14.029097533333337,1486.2654837288785,496.0571428571428,710.2398809523819
2020-06-17 14:45:00,4136001,xoJJ8DcxJEcupym,528.0,517.5733333333335,3396.6,209334821.6,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1580.548769602861,872.0,628.5434920634931
2020-06-17 14:45:00,4135001,1BY6WEcLGh8j5v7,6894.142857,675.1571429,4869.571429,6484667.571,29.11126313333333,44.9506284,0.5350119733333333,14,17,6,2,25,1,15.839365266666668,1261.71189684711,517.5733333333335,688.2434920777788
2020-06-17 14:45:00,4136001,4UPUqMRk7TRMgml,541.6333333333336,530.9066666666665,3499.8666666666672,2652548.8666666667,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1621.2656733486187,675.1571429,574.5457143000009
2020-06-17 14:45:00,4136001,vOuJvMaM2sgwLmb,530.24,519.6533333333333,3393.4666666666667,2426762.4666666663,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1586.9006065871988,530.9066666666665,575.2390476333343
2020-06-17 14:45:00,4136001,rrq4fwE8jgrTyWY,499.63571428571424,489.8428571428572,3066.714285714286,121130491.71428572,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1495.8663348624852,519.6533333333333,513.4676190476199
2020-06-17 14:45:00,4136001,q49J1IKaHRwDQnt,520.9357142857143,510.67142857142863,3251.285714285714,519852.2857142857,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1559.4719552138954,489.8428571428572,506.7225396825407
2020-06-17 14:45:00,4136001,oZZkBaNadn6DNKz,527.82,517.3933333333333,3461.2,1708286796.2,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1579.9990914022928,510.67142857142863,505.96920634920735
2020-06-17 14:45:00,4136001,oZ35aAeoifZaQzV,541.5066666666667,530.7666666666667,3520.6666666666665,1660187946.6666665,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1620.8381458592887,517.3933333333333,519.6104761904772
2020-06-17 14:45:00,4136001,mqwcsP2rE7J0TFp,537.1800000000001,526.5533333333333,3305.0666666666666,593814078.0666666,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1607.9716042756288,530.7666666666667,524.9044444444454
2020-06-17 14:45:00,4136001,WcxssY2VbP4hApt,535.8333333333333,525.2266666666667,3394.0,181910981.0,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1603.920272352926,526.5533333333333,527.5155555555565
2020-06-17 14:45:00,4136001,V94E5Ben1TlhnDV,519.7733333333333,509.5266666666666,3410.133333333334,1412291601.1333332,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1555.976118192295,525.2266666666667,520.4355555555566
2020-06-17 14:45:00,4136001,Qf4GUc1pJu5T6c6,534.9733333333332,524.3666666666667,3461.6666666666665,838645739.6666665,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1601.2940320613243,509.5266666666666,519.7066666666676
2020-06-17 14:45:00,4136001,PeE6FRyGXUgsRhN,518.0733333333333,507.86,3352.866666666667,1348548308.8666666,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1550.886505224075,524.3666666666667,513.9177777777787
2020-06-17 14:45:00,4136001,NgDl19wMapZy17u,536.58,525.9666666666668,3309.866666666667,111745035.86666667,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1606.180060510816,507.86,519.3977777777787
2020-06-17 14:45:00,4136001,Mx2yZCDsyf6DPfv,539.6333333333333,528.92,3497.9333333333334,2682407.9333333327,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1615.198854690501,525.9666666666668,520.9155555555566
2020-06-17 14:45:00,4136001,LlT2YUhhzqhg5Sw,517.2642857142857,507.0928571428572,3222.714285714286,282788066.71428573,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1548.5438290835607,528.92,520.6598412698423
2020-06-17 14:45:00,4136001,LYwnQax7tkwH5Cb,501.2714285714285,491.45714285714286,3102.2142857142862,1795115014.2142856,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1500.7959885659895,507.0928571428572,509.15666666666766
2020-06-17 14:45:00,4136001,IQ2d7wF4YD8zU1Q,537.38,526.7266666666666,3321.8,20184135.8,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1608.5009240243237,491.45714285714286,508.4255555555565
2020-06-17 14:45:00,4136001,Et9kgGMDl729KT4,479.56,470.29333333333335,3178.0000000000005,1853320.0,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1436.1666289204002,526.7266666666666,496.1590476190486
2020-06-17 14:45:00,4136001,Quc1TzYxW2pYoWX,437.1666666666666,429.34,2930.4,329645106.40000004,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1311.1046590653025,470.29333333333335,475.4533333333343
2020-06-17 14:45:00,4136001,xMbIugepa2P7lBB,531.9866666666667,521.4733333333331,3298.066666666667,106895474.06666668,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1592.4584639484942,429.34,473.7022222222231
2020-06-17 14:45:00,4135001,1IF53ai7Xc0U56Y,7533.428571,737.4857143,5332.142857,6432864.143,29.11126313333333,44.9506284,0.5350119733333333,14,17,6,2,25,1,15.839365266666668,1378.1895211688782,521.4733333333331,562.766349211112
2020-06-17 14:45:00,4135001,3PZuoBAID5Wc2HD,8348.285714,816.6285714,5340.285714,7236713.286,29.11126313333333,44.9506284,0.5350119733333333,14,17,6,2,25,1,15.839365266666668,1526.089140396236,737.4857143,691.8625396777787
2020-06-17 14:45:00,4136001,81aHJ1q11NBPMrL,529.6266666666668,519.1466666666666,3384.333333333333,1215484877.3333333,26.842360433333333,28.24684536666668,0.3273643233333334,14,17,6,2,25,1,1.404484933333347,1585.35336424486,816.6285714,691.0869841222233
